"numero","slug","prompt"
"55","kayfa-yabda-almuwazzaf","Create a premium 16:9 e-commerce YouTube-style thumbnail. Brand look (always identical): dark cinematic background, deep gradient black to dark emerald green, warm golden glow and light rays, high contrast, glossy premium 3D feel. Bold Arabic text in GOLD, right-to-left, crisp and spelled EXACTLY as written. No brand name. Clean uncluttered composition. Scene: an office desk at dusk transitioning into a glowing home store setup, a clock showing evening hours, a briefcase beside gold coins. Large gold Arabic headline: 'ساعة بعد الدوام تكفي'. Small gold badge: 'دليل 2026'."
"56","kayfa-yataaawan-azzawjan","Create a premium 16:9 e-commerce YouTube-style thumbnail. Brand look (always identical): dark cinematic background, deep gradient black to dark emerald green, warm golden glow and light rays, high contrast, glossy premium 3D feel. Bold Arabic text in GOLD, right-to-left, crisp and spelled EXACTLY as written. No brand name. Clean uncluttered composition. Scene: two wedding rings glowing gold above a shared laptop running a store, two coffee cups, sales notifications, warm teamwork mood. Large gold Arabic headline: 'متجر واحد… فريق من اثنين'. Small gold badge: 'دليل 2026'."
"57","limadha-fashalt-mae-dawrat","Create a premium 16:9 e-commerce YouTube-style thumbnail. Brand look (always identical): dark cinematic background, deep gradient black to dark emerald green, warm golden glow and light rays, high contrast, glossy premium 3D feel. Bold Arabic text in GOLD, right-to-left, crisp and spelled EXACTLY as written. No brand name. Clean uncluttered composition. Scene: broken grey course boxes discarded on the left, one glowing golden structured path with a key unlocking a door on the right. Large gold Arabic headline: 'المشكلة لم تكن أنت'. Small gold badge: 'دليل 2026'."
"58","limadha-yafshal-90-min-almobtadiin","Create a premium 16:9 e-commerce YouTube-style thumbnail. Brand look (always identical): dark cinematic background, deep gradient black to dark emerald green, warm golden glow and light rays, high contrast, glossy premium 3D feel. Bold Arabic text in GOLD, right-to-left, crisp and spelled EXACTLY as written. No brand name. Clean uncluttered composition. Scene: a dark funnel of many grey falling figures with a few golden figures rising out of the top on a beam of light, a stark '90%' in red. Large gold Arabic headline: 'كن من الـ 10%'. Small gold badge: 'دليل 2026'."
"59","alfarq-bayna-tijara-electroniya-wataqlidiya","Create a premium 16:9 e-commerce YouTube-style thumbnail. Brand look (always identical): dark cinematic background, deep gradient black to dark emerald green, warm golden glow and light rays, high contrast, glossy premium 3D feel. Bold Arabic text in GOLD, right-to-left, crisp and spelled EXACTLY as written. No brand name. Clean uncluttered composition. Scene: a versus split: left a heavy brick shop with rent bills and keys, right a weightless glowing laptop store floating with packages, gold 'VS'. Large gold Arabic headline: 'بدون إيجار ولا محل'. Small gold badge: 'دليل 2026'."
"60","ma-houa-afdal-machrue-internet","Create a premium 16:9 e-commerce YouTube-style thumbnail. Brand look (always identical): dark cinematic background, deep gradient black to dark emerald green, warm golden glow and light rays, high contrast, glossy premium 3D feel. Bold Arabic text in GOLD, right-to-left, crisp and spelled EXACTLY as written. No brand name. Clean uncluttered composition. Scene: a glowing golden podium with a laptop store standing on the #1 spot, dimmer project icons on lower steps, spotlight from above. Large gold Arabic headline: 'المشروع رقم 1 في 2026'. Small gold badge: 'دليل 2026'."
"61","ma-houa-albranding","Create a premium 16:9 e-commerce YouTube-style thumbnail. Brand look (always identical): dark cinematic background, deep gradient black to dark emerald green, warm golden glow and light rays, high contrast, glossy premium 3D feel. Bold Arabic text in GOLD, right-to-left, crisp and spelled EXACTLY as written. No brand name. Clean uncluttered composition. Scene: a plain product silhouette gaining a glowing golden aura, logo and crown as a 'brand halo' forms around it, price tag doubling. Large gold Arabic headline: 'الاسم يبيع قبل المنتج'. Small gold badge: 'دليل 2026'."
"62","ma-houa-dropshipping-nizam-almarka","Create a premium 16:9 e-commerce YouTube-style thumbnail. Brand look (always identical): dark cinematic background, deep gradient black to dark emerald green, warm golden glow and light rays, high contrast, glossy premium 3D feel. Bold Arabic text in GOLD, right-to-left, crisp and spelled EXACTLY as written. No brand name. Clean uncluttered composition. Scene: a split diagram: left a simple dropship arrow from supplier to client, right a full branded ecosystem with logo, packaging and loyal customers. Large gold Arabic headline: 'نظامان… مصيران مختلفان'. Small gold badge: 'دليل 2026'."
"63","ma-houa-almontaj-arrabih","Create a premium 16:9 e-commerce YouTube-style thumbnail. Brand look (always identical): dark cinematic background, deep gradient black to dark emerald green, warm golden glow and light rays, high contrast, glossy premium 3D feel. Bold Arabic text in GOLD, right-to-left, crisp and spelled EXACTLY as written. No brand name. Clean uncluttered composition. Scene: one mysterious product glowing on a golden pedestal under a single dramatic spotlight, green WINNER tag, dimmed rivals fading in the dark. Large gold Arabic headline: '3 صفات تكشف الرابح'. Small gold badge: 'دليل 2026'."
"64","ma-houa-hamish-arribh-almithali","Create a premium 16:9 e-commerce YouTube-style thumbnail. Brand look (always identical): dark cinematic background, deep gradient black to dark emerald green, warm golden glow and light rays, high contrast, glossy premium 3D feel. Bold Arabic text in GOLD, right-to-left, crisp and spelled EXACTLY as written. No brand name. Clean uncluttered composition. Scene: a golden gauge meter with the needle pointing into a glowing green zone, percentage marks, coins stacked under the dial. Large gold Arabic headline: 'أقل من 30%؟ انسحب'. Small gold badge: 'دليل 2026'."
"65","ma-hiya-anwae-tijara","Create a premium 16:9 e-commerce YouTube-style thumbnail. Brand look (always identical): dark cinematic background, deep gradient black to dark emerald green, warm golden glow and light rays, high contrast, glossy premium 3D feel. Bold Arabic text in GOLD, right-to-left, crisp and spelled EXACTLY as written. No brand name. Clean uncluttered composition. Scene: four glowing doors in a dark hall, each with a different commerce icon (dropshipping box, brand crown, digital file, wholesale pallet), one door golden. Large gold Arabic headline: 'اختر نوعك الصحيح'. Small gold badge: 'دليل 2026'."
"66","ma-hiya-tijara-electroniya","Create a premium 16:9 e-commerce YouTube-style thumbnail. Brand look (always identical): dark cinematic background, deep gradient black to dark emerald green, warm golden glow and light rays, high contrast, glossy premium 3D feel. Bold Arabic text in GOLD, right-to-left, crisp and spelled EXACTLY as written. No brand name. Clean uncluttered composition. Scene: a glowing 3D globe wrapped by a conveyor of packages flowing from a laptop store into a customer's hands, simple clean explainer mood. Large gold Arabic headline: 'ابدأ فهمك من هنا'. Small gold badge: 'دليل 2026'."
"67","maa-hiya-uyub-tijara","Create a premium 16:9 e-commerce YouTube-style thumbnail. Brand look (always identical): dark cinematic background, deep gradient black to dark emerald green, warm golden glow and light rays, high contrast, glossy premium 3D feel. Bold Arabic text in GOLD, right-to-left, crisp and spelled EXACTLY as written. No brand name. Clean uncluttered composition. Scene: a golden coin shown half bright and half in shadow, the dark side revealing warning icons (stress, returns, fees), honest balanced mood. Large gold Arabic headline: 'الوجه الآخر للتجارة'. Small gold badge: 'دليل 2026'."
"68","marahil-itlaq-matjar-electroni-najih","Create a premium 16:9 e-commerce YouTube-style thumbnail. Brand look (always identical): dark cinematic background, deep gradient black to dark emerald green, warm golden glow and light rays, high contrast, glossy premium 3D feel. Bold Arabic text in GOLD, right-to-left, crisp and spelled EXACTLY as written. No brand name. Clean uncluttered composition. Scene: a glowing launch-pad sequence: blueprint, toolbox, store assembling, then a rocket store lifting off with golden flames, numbered stages. Large gold Arabic headline: 'من الفكرة إلى أول طلب'. Small gold badge: 'دليل 2026'."
"69","mata-astarjie-ras-mali","Create a premium 16:9 e-commerce YouTube-style thumbnail. Brand look (always identical): dark cinematic background, deep gradient black to dark emerald green, warm golden glow and light rays, high contrast, glossy premium 3D feel. Bold Arabic text in GOLD, right-to-left, crisp and spelled EXACTLY as written. No brand name. Clean uncluttered composition. Scene: gold coins flowing out of a wallet then looping back in larger amount, a circular ROI arrow and a calendar showing months ticking. Large gold Arabic headline: '3-6 أشهر؟ الحساب هنا'. Small gold badge: 'دليل 2026'."
"70","machrue-murbih-lil-maraa-fil-bayt","Create a premium 16:9 e-commerce YouTube-style thumbnail. Brand look (always identical): dark cinematic background, deep gradient black to dark emerald green, warm golden glow and light rays, high contrast, glossy premium 3D feel. Bold Arabic text in GOLD, right-to-left, crisp and spelled EXACTLY as written. No brand name. Clean uncluttered composition. Scene: a warm elegant home corner, a laptop with a flower-shop style store, packages ready by the door, gold coins in a jar, NO faces. Large gold Arabic headline: 'اربحي من بيتك'. Small gold badge: 'دليل 2026'."
"71","min-awwal-mabiaa-ila-1000-euro","Create a premium 16:9 e-commerce YouTube-style thumbnail. Brand look (always identical): dark cinematic background, deep gradient black to dark emerald green, warm golden glow and light rays, high contrast, glossy premium 3D feel. Bold Arabic text in GOLD, right-to-left, crisp and spelled EXACTLY as written. No brand name. Clean uncluttered composition. Scene: a path of glowing coins growing in size from one tiny first coin to a radiant '€1,000' milestone trophy, first-sale notification at the start. Large gold Arabic headline: 'أول 1000€ أصعبها'. Small gold badge: 'دليل 2026'."
